sen,label_decode,label,raw_sen,length
"['历', '任', '中', '国', '人', '民', '银', '行', '总', '行', '稽', '核', '司', '副', '处', '长', '、', '处', '长', '，', '中', '国', '人', '民', '银', '行', '总', '行', '稽', '核', '监', '督', '局', '处', '长', '、', '副', '司', '局', '级', '助', '理', '巡', '视', '员', '，', '中', '国', '人', '民', '银', '行', '总', '行', '内', '审', '司', '副', '司', '长', '、', '正', '司', '局', '级', '巡', '视', '员', '，', '中', '国', '人', '民', '银', '行', '融', '资', '中', '心', '清', '理', '小', '组', '组', '长', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 5]",历任中国人民银行总行稽核司副处长、处长，中国人民银行总行稽核监督局处长、副司局级助理巡视员，中国人民银行总行内审司副司长、正司局级巡视员，中国人民银行融资中心清理小组组长。,86
"['现', '已', '退', '休', '，', '任', '本', '行', '外', '部', '监', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 11, 11, 5, 5]",现已退休，任本行外部监事。,13
"['郝', '敬', '开', '，', '男', '，', '大', '学', '文', '化', '，', '高', '级', '会', '计', '师', '、', '中', '国', '注', '册', '会', '计', '师', '、', '中', '国', '注', '册', '资', '产', '评', '估', '师', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 5]",郝敬开，男，大学文化，高级会计师、中国注册会计师、中国注册资产评估师。,35
"['历', '任', '合', '肥', '物', '价', '学', '校', '讲', '师', '、', '合', '肥', '会', '计', '师', '事', '务', '所', '（', '现', '华', '证', '会', '计', '师', '事', '务', '所', '）', '资', '产', '评', '估', '部', '经', '理', '兼', '审', '计', '业', '务', '四', '部', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 5, 5]",历任合肥物价学校讲师、合肥会计师事务所（现华证会计师事务所）资产评估部经理兼审计业务四部经理。,47
"['现', '任', '合', '肥', '兴', '泰', '控', '股', '集', '团', '有', '限', '公', '司', '财', '务', '负', '责', '人', '、', '财', '务', '监', '管', '部', '总', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 5, 5]",现任合肥兴泰控股集团有限公司财务负责人、财务监管部总经理。,29
"['杨', '越', '山', '，', '男', '，', '汉', '族', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-RACE', 'I-RACE', 'O']","[5, 3, 4, 4, 5, 5, 5, 8, 9, 5, 5]",杨越山，男，汉族，,9
"['1', '9', '6', '5', '年', '7', '月', '3', '0', '日', '出', '生', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1965年7月30日出生。,13
"['南', '京', '金', '陵', '职', '业', '大', '学', '财', '经', '系', '毕', '业', '。']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5]",南京金陵职业大学财经系毕业。,14
"['1', '9', '9', '3', '年', '至', '1', '9', '9', '8', '年', '，', '中', '山', '市', '雅', '居', '乐', '房', '地', '产', '开', '发', '有', '限', '公', '司', '任', '销', '售', '经', '理', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 11, 11, 5, 5]",1993年至1998年，中山市雅居乐房地产开发有限公司任销售经理；,33
"['2', '0', '0', '1', '年', '至', '2', '0', '0', '3', '年', '，', '广', '州', '市', '花', '都', '雅', '居', '乐', '房', '地', '产', '开', '发', '有', '限', '公', '司', '任', '高', '级', '经', '理', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 11, 11, 5, 5]",2001年至2003年，广州市花都雅居乐房地产开发有限公司任高级经理；,35
"['2', '0', '0', '3', '年', '至', '2', '0', '0', '5', '年', '，', '广', '州', '市', '花', '都', '区', '宏', '峰', '房', '地', '产', '开', '发', '有', '限', '公', '司', '任', '副', '总', '经', '理', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 11, 11, 5, 5]",2003年至2005年，广州市花都区宏峰房地产开发有限公司任副总经理；,35
"['2', '0', '0', '5', '年', '5', '月', '至', '今', '，', '珠', '海', '市', '斗', '门', '区', '世', '荣', '实', '业', '有', '限', '公', '司', '任', '市', '场', '营', '销', '总', '监', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 11, 11, 11, 11, 5, 5]",2005年5月至今，珠海市斗门区世荣实业有限公司任市场营销总监；,32
"['张', '建', '民', '，', '男', '，', '工', '学', '硕', '士', '，', '中', '共', '党', '员', '，', '高', '级', '工', '程', '师', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 16, 17, 12, 13, 5, 10, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5]",张建民，男，工学硕士，中共党员，高级工程师。,22
"['历', '任', '河', '北', '工', '学', '院', '土', '建', '系', '教', '师', '，', '天', '津', '天', '荣', '建', '筑', '板', '材', '有', '限', '公', '司', '董', '事', '、', '副', '总', '经', '理', '，', '天', '津', '新', '技', '术', '产', '业', '园', '区', '天', '荣', '建', '筑', '工', '程', '技', '术', '有', '限', '公', '司', '总', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5]",历任河北工学院土建系教师，天津天荣建筑板材有限公司董事、副总经理，天津新技术产业园区天荣建筑工程技术有限公司总经理。,58
"['2', '0', '0', '2', '年', '3', '月', '起', '任', '天', '津', '海', '泰', '科', '技', '发', '展', '股', '份', '有', '限', '公', '司', '总', '经', '理', '助', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",2002年3月起任天津海泰科技发展股份有限公司总经理助理。,29
"['程', '凡', '贵', '先', '生', '：', '中', '国', '国', '籍', '，', '无', '国', '外', '永', '久', '居', '留', '权', '，', '出', '生', '于', '1', '9', '6', '1', '年', '8', '月', '，', '大', '学', '学', '历', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 5]",程凡贵先生：中国国籍，无国外永久居留权，出生于1961年8月，大学学历。,36
"['2', '0', '0', '1', '年', '至', '2', '0', '0', '7', '年', '任', '正', '邦', '集', '团', '财', '务', '总', '监', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2001年至2007年任正邦集团财务总监，,21
"['2', '0', '0', '4', '年', '4', '月', '至', '2', '0', '0', '4', '年', '8', '月', '任', '公', '司', '监', '事', '会', '主', '席', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 11, 11, 11, 5, 5]",2004年4月至2004年8月任公司监事会主席，,24
"['2', '0', '0', '7', '年', '至', '2', '0', '1', '0', '年', '1', '0', '月', '任', '正', '邦', '集', '团', '副', '总', '裁', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 5, 5]",2007年至2010年10月任正邦集团副总裁，,23
"['2', '0', '0', '9', '年', '1', '2', '月', '至', '今', '任', '江', '西', '永', '联', '监', '事', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 5, 5]",2009年12月至今任江西永联监事，,18
"['2', '0', '1', '0', '年', '9', '月', '至', '今', '任', '正', '邦', '集', '团', '董', '事', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 5, 5]",2010年9月至今任正邦集团董事，,17
"['2', '0', '1', '0', '年', '1', '0', '月', '至', '2', '0', '1', '5', '年', '4', '月', '任', '公', '司', '总', '经', '理', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 11, 5, 5]",2010年10月至2015年4月任公司总经理，,23
"['2', '0', '1', '5', '年', '4', '月', '辞', '去', '总', '经', '理', '职', '务', '担', '任', '公', '司', '董', '事', '长', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 5, 5, 5, 5, 14, 15, 10, 11, 11, 5, 5]",2015年4月辞去总经理职务担任公司董事长。,22
"['张', '新', '泽', '先', '生', '，', '中', '国', '国', '籍', '，', '自', '2', '0', '0', '4', '年', '8', '月', '起', '任', '本', '行', '非', '执', '行', '董', '事', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 11, 11, 11, 5, 5]",张新泽先生，中国国籍，自2004年8月起任本行非执行董事。,29
"['1', '9', '7', '5', '年', '5', '月', '至', '1', '9', '7', '8', '年', '1', '0', '月', '、', '1', '9', '8', '2', '年', '9', '月', '至', '2', '0', '0', '4', '年', '8', '月', '期', '间', '，', '张', '先', '生', '就', '职', '于', '中', '国', '人', '民', '银', '行', '，', '曾', '在', '调', '查', '统', '计', '司', '任', '副', '司', '长', '、', '巡', '视', '员', '，', '在', '征', '信', '管', '理', '局', '任', '巡', '视', '员', '及', '信', '贷', '征', '信', '服', '务', '中', '心', '副', '主', '任', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 5, 5, 5, 14, 15, 15, 15, 15, 5, 10, 11, 11, 5, 10, 11, 11, 5, 5, 14, 15, 15, 15, 15, 5, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5]",1975年5月至1978年10月、1982年9月至2004年8月期间，张先生就职于中国人民银行，曾在调查统计司任副司长、巡视员，在征信管理局任巡视员及信贷征信服务中心副主任。,87
"['张', '先', '生', '为', '研', '究', '员', '，']","['I-NAME', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 4, 5, 5, 5, 10, 11, 11, 5, 5]",张先生为研究员，,8
"['1', '9', '8', '2', '年', '毕', '业', '于', '中', '国', '人', '民', '大', '学', '财', '政', '系', '财', '政', '金', '融', '专', '业', '，', '并', '获', '经', '济', '学', '学', '士', '学', '位', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 17, 17, 17, 17, 17, 5, 5, 5, 16, 17, 17, 12, 13, 13, 13, 5, 5]",1982年毕业于中国人民大学财政系财政金融专业，并获经济学学士学位。,34
"['梁', '锦', '棋', '：', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",梁锦棋：男，,6
"['1', '9', '7', '2', '年', '出', '生', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1972年出生，,8
"['1', '9', '9', '4', '年', '毕', '业', '于', '广', '东', '商', '学', '院', '会', '计', '专', '业', '，', '大', '学', '本', '科', '学', '历', '，', '中', '国', '注', '册', '会', '计', '师', '、', '中', '国', '注', '册', '税', '务', '师', '、', '中', '国', '注', '册', '评', '估', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 16, 17, 17, 17, 5, 12, 13, 13, 13, 13, 13, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 5]",1994年毕业于广东商学院会计专业，大学本科学历，中国注册会计师、中国注册税务师、中国注册评估师。,49
"['2', '0', '0', '0', '年', '至', '今', '任', '佛', '山', '市', '南', '海', '骏', '朗', '会', '计', '师', '事', '务', '所', '有', '限', '公', '司', '董', '事', '长', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5]",2000年至今任佛山市南海骏朗会计师事务所有限公司董事长。,29
"['2', '0', '1', '2', '年', '9', '月', '至', '今', '任', '广', '东', '伊', '立', '浦', '电', '器', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2012年9月至今任广东伊立浦电器股份有限公司独立董事。,28
"['2', '0', '0', '8', '年', '6', '月', '至', '今', '任', '瀚', '蓝', '环', '境', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2008年6月至今任瀚蓝环境股份有限公司独立董事。,25
"['王', '晓', '东', '，', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",王晓东，男，,6
